method,dataset,dtype,filt,ncells_fact,repl,FPR
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0558160814365778
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0661008845326321
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0599386990577818
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0518921368683435
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.122647237401336
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.119270833333333
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0663905469606529
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0554495739539616
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0731677172166605
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0608992601024474
edgeRLRT,UsoskinGSE59739null,UMI,,24,1,0.0639254203429332
edgeRLRT,UsoskinGSE59739null,UMI,,12,1,0.0592578568723968
edgeRLRT,UsoskinGSE59739null,UMI,,12,2,0.078389236662618
edgeRLRT,UsoskinGSE59739null,UMI,,12,3,0.066537109013511
edgeRLRT,UsoskinGSE59739null,UMI,,12,4,0.0624464540694907
edgeRLRT,UsoskinGSE59739null,UMI,,12,5,0.0752892091788356
edgeRLRT,UsoskinGSE59739null,UMI,,6,1,0.0532544378698225
edgeRLRT,UsoskinGSE59739null,UMI,,6,2,0.0576078809294357
edgeRLRT,UsoskinGSE59739null,UMI,,6,3,0.0715780200418456
edgeRLRT,UsoskinGSE59739null,UMI,,6,4,0.0559776536312849
edgeRLRT,UsoskinGSE59739null,UMI,,6,5,0.0742895502349519
Wilcoxon,UsoskinGSE59739null,UMI,,24,1,0.0280506076244382
Wilcoxon,UsoskinGSE59739null,UMI,,12,1,0.0241385838697463
Wilcoxon,UsoskinGSE59739null,UMI,,12,2,0.0446603755956274
Wilcoxon,UsoskinGSE59739null,UMI,,12,3,0.0319267073847862
Wilcoxon,UsoskinGSE59739null,UMI,,12,4,0.0256068538791052
Wilcoxon,UsoskinGSE59739null,UMI,,12,5,0.0312914849231936
Wilcoxon,UsoskinGSE59739null,UMI,,6,1,0.0169699676230881
Wilcoxon,UsoskinGSE59739null,UMI,,6,2,0.0116714851697184
Wilcoxon,UsoskinGSE59739null,UMI,,6,3,0.0226847263517234
Wilcoxon,UsoskinGSE59739null,UMI,,6,4,0.0175418994413408
Wilcoxon,UsoskinGSE59739null,UMI,,6,5,0.0195793242336093
edgeRQLF,UsoskinGSE59739null,UMI,,24,1,0.139420675878142
edgeRQLF,UsoskinGSE59739null,UMI,,12,1,0.117001135933359
edgeRQLF,UsoskinGSE59739null,UMI,,12,2,0.125291974212838
edgeRQLF,UsoskinGSE59739null,UMI,,12,3,0.121136405700537
edgeRQLF,UsoskinGSE59739null,UMI,,12,4,0.139457401237506
edgeRQLF,UsoskinGSE59739null,UMI,,12,5,0.122416081926797
edgeRQLF,UsoskinGSE59739null,UMI,,6,1,0.0972423802612482
edgeRQLF,UsoskinGSE59739null,UMI,,6,2,0.11917764214584
edgeRQLF,UsoskinGSE59739null,UMI,,6,3,0.157802004184561
edgeRQLF,UsoskinGSE59739null,UMI,,6,4,0.109497206703911
edgeRQLF,UsoskinGSE59739null,UMI,,6,5,0.140076079659879
BPSC,UsoskinGSE59739null,UMI,,24,1,0.0415754923413567
BPSC,UsoskinGSE59739null,UMI,,12,1,0.0360153256704981
BPSC,UsoskinGSE59739null,UMI,,12,2,0.0502356592711806
BPSC,UsoskinGSE59739null,UMI,,12,3,0.0401049065675882
BPSC,UsoskinGSE59739null,UMI,,12,4,0.0354863139673266
BPSC,UsoskinGSE59739null,UMI,,12,5,0.0379185625947964
BPSC,UsoskinGSE59739null,UMI,,6,1,0.0235781837025521
BPSC,UsoskinGSE59739null,UMI,,6,2,0.0192777277984835
BPSC,UsoskinGSE59739null,UMI,,6,3,0.025860981455784
BPSC,UsoskinGSE59739null,UMI,,6,4,0.0259544288516674
BPSC,UsoskinGSE59739null,UMI,,6,5,0.02853470437018
DESeq2,UsoskinGSE59739null,UMI,,24,1,0.0111536540702514
DESeq2,UsoskinGSE59739null,UMI,,12,1,0.010128739113972
DESeq2,UsoskinGSE59739null,UMI,,12,2,0.0168177146594413
DESeq2,UsoskinGSE59739null,UMI,,12,3,0.01286322413474
DESeq2,UsoskinGSE59739null,UMI,,12,4,0.00885292717753451
DESeq2,UsoskinGSE59739null,UMI,,12,5,0.0128010620140338
DESeq2,UsoskinGSE59739null,UMI,,6,1,0.00599208592425099
DESeq2,UsoskinGSE59739null,UMI,,6,2,0.00748210800260247
DESeq2,UsoskinGSE59739null,UMI,,6,3,0.0130522088353414
DESeq2,UsoskinGSE59739null,UMI,,6,4,0.00876893292335725
DESeq2,UsoskinGSE59739null,UMI,,6,5,0.0158874262369496
DESeq2nofilt,UsoskinGSE59739null,UMI,,24,1,0.0120692525387048
DESeq2nofilt,UsoskinGSE59739null,UMI,,12,1,0.0108860280196895
DESeq2nofilt,UsoskinGSE59739null,UMI,,12,2,0.0188732131178174
DESeq2nofilt,UsoskinGSE59739null,UMI,,12,3,0.0144364242087729
DESeq2nofilt,UsoskinGSE59739null,UMI,,12,4,0.010280818657782
DESeq2nofilt,UsoskinGSE59739null,UMI,,12,5,0.0149819836904988
DESeq2nofilt,UsoskinGSE59739null,UMI,,6,1,0.00669867143016635
DESeq2nofilt,UsoskinGSE59739null,UMI,,6,2,0.008030838419531
DESeq2nofilt,UsoskinGSE59739null,UMI,,6,3,0.0133245237308666
DESeq2nofilt,UsoskinGSE59739null,UMI,,6,4,0.0102793296089385
DESeq2nofilt,UsoskinGSE59739null,UMI,,6,5,0.0164466323562318
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,24,1,0.0781588147161645
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,1,0.0708065126845892
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,2,0.0844623002896384
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,3,0.0771793448084398
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,4,0.0713945740123751
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,5,0.0863834629243315
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,6,1,0.0902087752595735
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,6,2,0.0761323482171539
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,6,3,0.0854531439268803
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,6,4,0.066927374301676
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,6,5,0.100469903781607
MASTcpm,UsoskinGSE59739null,UMI,,24,1,0.0183952055934743
MASTcpm,UsoskinGSE59739null,UMI,,12,1,0.0140098447557743
MASTcpm,UsoskinGSE59739null,UMI,,12,2,0.0294310006540222
MASTcpm,UsoskinGSE59739null,UMI,,12,3,0.0206366833240792
MASTcpm,UsoskinGSE59739null,UMI,,12,4,0.0160875773441218
MASTcpm,UsoskinGSE59739null,UMI,,12,5,0.0207661672672103
MASTcpm,UsoskinGSE59739null,UMI,,6,1,0.0356146031037178
MASTcpm,UsoskinGSE59739null,UMI,,6,2,0.0260199164792804
MASTcpm,UsoskinGSE59739null,UMI,,6,3,0.0394229710384319
MASTcpm,UsoskinGSE59739null,UMI,,6,4,0.0339664804469274
MASTcpm,UsoskinGSE59739null,UMI,,6,5,0.0396061758782725
MASTcpmDetRate,UsoskinGSE59739null,UMI,,24,1,0.0252205759946729
MASTcpmDetRate,UsoskinGSE59739null,UMI,,12,1,0.0257478227943961
MASTcpmDetRate,UsoskinGSE59739null,UMI,,12,2,0.0301784546388863
MASTcpmDetRate,UsoskinGSE59739null,UMI,,12,3,0.0275772718859893
MASTcpmDetRate,UsoskinGSE59739null,UMI,,12,4,0.0255116611137554
MASTcpmDetRate,UsoskinGSE59739null,UMI,,12,5,0.0287312725203869
MASTcpmDetRate,UsoskinGSE59739null,UMI,,6,1,0.0144021435748577
MASTcpmDetRate,UsoskinGSE59739null,UMI,,6,2,0.0231288146482493
MASTcpmDetRate,UsoskinGSE59739null,UMI,,6,3,0.0212531659508865
MASTcpmDetRate,UsoskinGSE59739null,UMI,,6,4,0.0264804469273743
MASTcpmDetRate,UsoskinGSE59739null,UMI,,6,5,0.0231595435220407
MASTtpm,UsoskinGSE59739null,UMI,,24,1,0.0176460795738305
MASTtpm,UsoskinGSE59739null,UMI,,12,1,0.0136312003029156
MASTtpm,UsoskinGSE59739null,UMI,,12,2,0.0278426609361861
MASTtpm,UsoskinGSE59739null,UMI,,12,3,0.0201739774199519
MASTtpm,UsoskinGSE59739null,UMI,,12,4,0.0156116135173727
MASTtpm,UsoskinGSE59739null,UMI,,12,5,0.0205765219040394
MASTtpm,UsoskinGSE59739null,UMI,,6,1,0.0350563804845372
MASTtpm,UsoskinGSE59739null,UMI,,6,2,0.0256986829424992
MASTtpm,UsoskinGSE59739null,UMI,,6,3,0.0393128510075983
MASTtpm,UsoskinGSE59739null,UMI,,6,4,0.0339664804469274
MASTtpm,UsoskinGSE59739null,UMI,,6,5,0.0391586484672186
MASTtpmDetRate,UsoskinGSE59739null,UMI,,24,1,0.0241385050774097
MASTtpmDetRate,UsoskinGSE59739null,UMI,,12,1,0.0251798561151079
MASTtpmDetRate,UsoskinGSE59739null,UMI,,12,2,0.0291507054096982
MASTtpmDetRate,UsoskinGSE59739null,UMI,,12,3,0.0271145659818619
MASTtpmDetRate,UsoskinGSE59739null,UMI,,12,4,0.025130890052356
MASTtpmDetRate,UsoskinGSE59739null,UMI,,12,5,0.0279726910677034
MASTtpmDetRate,UsoskinGSE59739null,UMI,,6,1,0.0142904990510215
MASTtpmDetRate,UsoskinGSE59739null,UMI,,6,2,0.0230217368026555
MASTtpmDetRate,UsoskinGSE59739null,UMI,,6,3,0.0211430459200529
MASTtpmDetRate,UsoskinGSE59739null,UMI,,6,4,0.0263687150837989
MASTtpmDetRate,UsoskinGSE59739null,UMI,,6,5,0.0228238979637503
SCDE,UsoskinGSE59739null,UMI,,24,1,0.0178957882470451
SCDE,UsoskinGSE59739null,UMI,,12,1,0.0119273002650511
SCDE,UsoskinGSE59739null,UMI,,12,2,0.0203681210875455
SCDE,UsoskinGSE59739null,UMI,,12,3,0.0157320007403294
SCDE,UsoskinGSE59739null,UMI,,12,4,0.0317943836268444
SCDE,UsoskinGSE59739null,UMI,,12,5,0.018964536317087
SCDE,UsoskinGSE59739null,UMI,,6,1,0.00826169476387183
SCDE,UsoskinGSE59739null,UMI,,6,2,0.00899453902987472
SCDE,UsoskinGSE59739null,UMI,,6,3,0.0170686047792093
SCDE,UsoskinGSE59739null,UMI,,6,4,0.0140782122905028
SCDE,UsoskinGSE59739null,UMI,,6,5,0.0162228686507049
edgeRLRTrobust,UsoskinGSE59739null,UMI,,24,1,0.0722490427834193
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,1,0.0603937902309731
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,2,0.0873586844809866
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,3,0.0734776975754211
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,4,0.0688243693479296
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,5,0.074720273089323
edgeRLRTrobust,UsoskinGSE59739null,UMI,,6,1,0.0470023445350006
edgeRLRTrobust,UsoskinGSE59739null,UMI,,6,2,0.0582503480029982
edgeRLRTrobust,UsoskinGSE59739null,UMI,,6,3,0.0682744191168373
edgeRLRTrobust,UsoskinGSE59739null,UMI,,6,4,0.055195530726257
edgeRLRTrobust,UsoskinGSE59739null,UMI,,6,5,0.0714925039158648
voomlimma,UsoskinGSE59739null,UMI,,24,1,0.0392874979190944
voomlimma,UsoskinGSE59739null,UMI,,12,1,0.219708443771299
voomlimma,UsoskinGSE59739null,UMI,,12,2,0.121648136036625
voomlimma,UsoskinGSE59739null,UMI,,12,3,0.204238386081806
voomlimma,UsoskinGSE59739null,UMI,,12,4,0.0691099476439791
voomlimma,UsoskinGSE59739null,UMI,,12,5,0.0817371515266452
voomlimma,UsoskinGSE59739null,UMI,,6,1,0.191247069331249
voomlimma,UsoskinGSE59739null,UMI,,6,2,0.0663882642681229
voomlimma,UsoskinGSE59739null,UMI,,6,3,0.0536284550159674
voomlimma,UsoskinGSE59739null,UMI,,6,4,0.179217877094972
voomlimma,UsoskinGSE59739null,UMI,,6,5,0.0646677108972925
SeuratBimod,UsoskinGSE59739null,UMI,,24,1,0.313689936536718
SeuratBimod,UsoskinGSE59739null,UMI,,12,1,0.220119521912351
SeuratBimod,UsoskinGSE59739null,UMI,,12,2,0.259597806215722
SeuratBimod,UsoskinGSE59739null,UMI,,12,3,0.248039215686275
SeuratBimod,UsoskinGSE59739null,UMI,,12,4,0.213166144200627
SeuratBimod,UsoskinGSE59739null,UMI,,12,5,0.228754940711462
SeuratBimod,UsoskinGSE59739null,UMI,,6,1,0.143141153081511
SeuratBimod,UsoskinGSE59739null,UMI,,6,2,0.161440677966102
SeuratBimod,UsoskinGSE59739null,UMI,,6,3,0.18483606557377
SeuratBimod,UsoskinGSE59739null,UMI,,6,4,0.177958833619211
SeuratBimod,UsoskinGSE59739null,UMI,,6,5,0.160138248847926
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,24,1,0.089811886132845
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,1,0.084059068534646
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,2,0.0977296085209754
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,3,0.0924486396446419
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,4,0.0855782960495002
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,5,0.0804096339844491
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,6,1,0.0672100033493357
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,6,2,0.065531641503373
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,6,3,0.0847924237418786
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,6,4,0.0690502793296089
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,6,5,0.0698142761244126
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,24,1,0.157232704402516
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,1,0.0813953488372093
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,2,0.184738955823293
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,3,0.164383561643836
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,4,0.0843373493975904
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,5,0.147368421052632
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,6,1,0.0824175824175824
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,6,2,0.0689655172413793
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,6,3,0.162303664921466
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,6,4,0.11731843575419
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,6,5,0.180995475113122
SeuratTobit,UsoskinGSE59739null,UMI,,24,1,0.0435257197434848
SeuratTobit,UsoskinGSE59739null,UMI,,12,1,0.0499465404001833
SeuratTobit,UsoskinGSE59739null,UMI,,12,2,0.0624075717243419
SeuratTobit,UsoskinGSE59739null,UMI,,12,3,0.0545267489711934
SeuratTobit,UsoskinGSE59739null,UMI,,12,4,0.0406826146579308
SeuratTobit,UsoskinGSE59739null,UMI,,12,5,0.0470804035463161
SeuratTobit,UsoskinGSE59739null,UMI,,6,1,0.0557459447109893
SeuratTobit,UsoskinGSE59739null,UMI,,6,2,0.0486441730490582
SeuratTobit,UsoskinGSE59739null,UMI,,6,3,0.0511945392491468
SeuratTobit,UsoskinGSE59739null,UMI,,6,4,0.0501718213058419
SeuratTobit,UsoskinGSE59739null,UMI,,6,5,0.0547767953418158
monocle,UsoskinGSE59739null,UMI,,24,1,0.264940902280673
monocle,UsoskinGSE59739null,UMI,,12,1,0.262968572510413
monocle,UsoskinGSE59739null,UMI,,12,2,0.276838269644025
monocle,UsoskinGSE59739null,UMI,,12,3,0.280029613177864
monocle,UsoskinGSE59739null,UMI,,12,4,0.254259876249405
monocle,UsoskinGSE59739null,UMI,,12,5,0.275554712687275
monocle,UsoskinGSE59739null,UMI,,6,1,0.223735625767556
monocle,UsoskinGSE59739null,UMI,,6,2,0.220473284077524
monocle,UsoskinGSE59739null,UMI,,6,3,0.201960136548838
monocle,UsoskinGSE59739null,UMI,,6,4,0.212737430167598
monocle,UsoskinGSE59739null,UMI,,6,5,0.21626762139181
D3E,UsoskinGSE59739null,UMI,,24,1,0.011332388967586
D3E,UsoskinGSE59739null,UMI,,12,1,0.0210799884493214
D3E,UsoskinGSE59739null,UMI,,12,2,0.0467632668423033
D3E,UsoskinGSE59739null,UMI,,12,3,0.0219421101774043
D3E,UsoskinGSE59739null,UMI,,12,4,0.0220941402497598
D3E,UsoskinGSE59739null,UMI,,12,5,0.0171434074930174
D3E,UsoskinGSE59739null,UMI,,6,1,0.0388582393859439
D3E,UsoskinGSE59739null,UMI,,6,2,0.0239460370994941
D3E,UsoskinGSE59739null,UMI,,6,3,0.0466057592228519
D3E,UsoskinGSE59739null,UMI,,6,4,0.0363372093023256
D3E,UsoskinGSE59739null,UMI,,6,5,0.0337614678899083
limmatrend,UsoskinGSE59739null,UMI,,24,1,0.0238887964041951
limmatrend,UsoskinGSE59739null,UMI,,12,1,0.0170390003786445
limmatrend,UsoskinGSE59739null,UMI,,12,2,0.0334485658226665
limmatrend,UsoskinGSE59739null,UMI,,12,3,0.0257264482694799
limmatrend,UsoskinGSE59739null,UMI,,12,4,0.018848167539267
limmatrend,UsoskinGSE59739null,UMI,,12,5,0.0218092167646501
limmatrend,UsoskinGSE59739null,UMI,,6,1,0.0194261471474824
limmatrend,UsoskinGSE59739null,UMI,,6,2,0.0139201199271871
limmatrend,UsoskinGSE59739null,UMI,,6,3,0.022794846382557
limmatrend,UsoskinGSE59739null,UMI,,6,4,0.0174301675977654
limmatrend,UsoskinGSE59739null,UMI,,6,5,0.0231595435220407
ROTSvoom,UsoskinGSE59739null,UMI,,24,1,0.037123356084568
ROTSvoom,UsoskinGSE59739null,UMI,,12,1,0.0665467625899281
ROTSvoom,UsoskinGSE59739null,UMI,,12,2,0.0497056899934598
ROTSvoom,UsoskinGSE59739null,UMI,,12,3,0.0671848972792893
ROTSvoom,UsoskinGSE59739null,UMI,,12,4,0.033127082341742
ROTSvoom,UsoskinGSE59739null,UMI,,12,5,0.0454200644794235
ROTSvoom,UsoskinGSE59739null,UMI,,6,1,0.117784972647092
ROTSvoom,UsoskinGSE59739null,UMI,,6,2,0.0412249705535925
ROTSvoom,UsoskinGSE59739null,UMI,,6,3,0.0451492126417795
ROTSvoom,UsoskinGSE59739null,UMI,,6,4,0.111843575418994
ROTSvoom,UsoskinGSE59739null,UMI,,6,5,0.0420675766390691
ROTScpm,UsoskinGSE59739null,UMI,,24,1,0.0451140336274347
ROTScpm,UsoskinGSE59739null,UMI,,12,1,0.04600530102234
ROTScpm,UsoskinGSE59739null,UMI,,12,2,0.065121928431281
ROTScpm,UsoskinGSE59739null,UMI,,12,3,0.0534888025171201
ROTScpm,UsoskinGSE59739null,UMI,,12,4,0.0442646358876725
ROTScpm,UsoskinGSE59739null,UMI,,12,5,0.0485492129717428
ROTScpm,UsoskinGSE59739null,UMI,,6,1,0.0549291057273641
ROTScpm,UsoskinGSE59739null,UMI,,6,2,0.0398329585608738
ROTScpm,UsoskinGSE59739null,UMI,,6,3,0.0590243365268142
ROTScpm,UsoskinGSE59739null,UMI,,6,4,0.0483798882681564
ROTScpm,UsoskinGSE59739null,UMI,,6,5,0.0635488923696576
ROTStpm,UsoskinGSE59739null,UMI,,24,1,0.0456966871982687
ROTStpm,UsoskinGSE59739null,UMI,,12,1,0.0504543733434305
ROTStpm,UsoskinGSE59739null,UMI,,12,2,0.0639073157058769
ROTStpm,UsoskinGSE59739null,UMI,,12,3,0.0558948732185823
ROTStpm,UsoskinGSE59739null,UMI,,12,4,0.0489290813898144
ROTStpm,UsoskinGSE59739null,UMI,,12,5,0.0514887161008913
ROTStpm,UsoskinGSE59739null,UMI,,6,1,0.0586133750139556
ROTStpm,UsoskinGSE59739null,UMI,,6,2,0.0444373059214049
ROTStpm,UsoskinGSE59739null,UMI,,6,3,0.0578130161876445
ROTStpm,UsoskinGSE59739null,UMI,,6,4,0.0467039106145251
ROTStpm,UsoskinGSE59739null,UMI,,6,5,0.0607518460505706
metagenomeSeq,UsoskinGSE59739null,UMI,,24,1,0.0234917245061399
metagenomeSeq,UsoskinGSE59739null,UMI,,12,1,0.0178703021370671
metagenomeSeq,UsoskinGSE59739null,UMI,,12,2,0.0259788457969939
metagenomeSeq,UsoskinGSE59739null,UMI,,12,3,0.0164285714285714
metagenomeSeq,UsoskinGSE59739null,UMI,,12,4,0.0272658894321173
metagenomeSeq,UsoskinGSE59739null,UMI,,12,5,0.0211106884747052
metagenomeSeq,UsoskinGSE59739null,UMI,,6,1,0.0175182481751825
metagenomeSeq,UsoskinGSE59739null,UMI,,6,2,0.0130348540663077
metagenomeSeq,UsoskinGSE59739null,UMI,,6,3,0.0143839899937461
metagenomeSeq,UsoskinGSE59739null,UMI,,6,4,0.0120639060971634
metagenomeSeq,UsoskinGSE59739null,UMI,,6,5,0.0178159023424612
ttest,UsoskinGSE59739null,UMI,,24,1,0.0278841351756284
ttest,UsoskinGSE59739null,UMI,,12,1,0.0227186671715259
ttest,UsoskinGSE59739null,UMI,,12,2,0.0442866486031954
ttest,UsoskinGSE59739null,UMI,,12,3,0.032481954469739
ttest,UsoskinGSE59739null,UMI,,12,4,0.0248453117563065
ttest,UsoskinGSE59739null,UMI,,12,5,0.0318604210127062
ttest,UsoskinGSE59739null,UMI,,6,1,0.0231104164340739
ttest,UsoskinGSE59739null,UMI,,6,2,0.0102794731769997
ttest,UsoskinGSE59739null,UMI,,6,3,0.0220240061667217
ttest,UsoskinGSE59739null,UMI,,6,4,0.0212290502793296
ttest,UsoskinGSE59739null,UMI,,6,5,0.0210337883195346
monoclecount,UsoskinGSE59739null,UMI,,24,1,0.0754120193108041
monoclecount,UsoskinGSE59739null,UMI,,12,1,0.0789473684210526
monoclecount,UsoskinGSE59739null,UMI,,12,2,0.0936186116042231
monoclecount,UsoskinGSE59739null,UMI,,12,3,0.0883768276883213
monoclecount,UsoskinGSE59739null,UMI,,12,4,0.0845311756306521
monoclecount,UsoskinGSE59739null,UMI,,12,5,0.0894177887350654
monoclecount,UsoskinGSE59739null,UMI,,6,1,0.0856313497822932
monoclecount,UsoskinGSE59739null,UMI,,6,2,0.0788092943569975
monoclecount,UsoskinGSE59739null,UMI,,6,3,0.0918401057152296
monoclecount,UsoskinGSE59739null,UMI,,6,4,0.0855865921787709
monoclecount,UsoskinGSE59739null,UMI,,6,5,0.0895054822107854
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,24,1,0.142417179956717
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,1,0.149469897765998
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,2,0.146874708025787
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,3,0.158337960392375
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,4,0.153069966682532
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,5,0.149819836904988
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,6,1,0.127721335268505
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,6,2,0.106435378520184
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,6,3,0.1064860698161
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,6,4,0.147932960893855
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,6,5,0.143432535242784
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,24,1,0.0118195438654903
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,12,1,0.0108860280196895
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,12,2,0.0173783051480893
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,12,3,0.0133259300388673
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,12,4,0.00961446930033318
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,12,5,0.0141285795562299
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,6,1,0.00583417480085269
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,6,2,0.00752526338421845
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,6,3,0.0138167348292252
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,6,4,0.00945413618458075
DESeq2betapFALSE,UsoskinGSE59739null,UMI,,6,5,0.0158587335507817
scDD,UsoskinGSE59739null,UMI,,24,1,0.0195029883611198
scDD,UsoskinGSE59739null,UMI,,12,1,0.0200685266764562
scDD,UsoskinGSE59739null,UMI,,12,2,0.022716049382716
scDD,UsoskinGSE59739null,UMI,,12,3,0.0235321528424977
scDD,UsoskinGSE59739null,UMI,,12,4,0.0207189216175736
scDD,UsoskinGSE59739null,UMI,,12,5,0.0212340744441669
scDD,UsoskinGSE59739null,UMI,,6,1,0.0102893890675241
scDD,UsoskinGSE59739null,UMI,,6,2,0.0112815884476534
scDD,UsoskinGSE59739null,UMI,,6,3,0.0242248062015504
scDD,UsoskinGSE59739null,UMI,,6,4,0.0156882591093117
scDD,UsoskinGSE59739null,UMI,,6,5,0.0296411856474259
DEsingle,UsoskinGSE59739null,UMI,,24,1,0.117862493757283
DEsingle,UsoskinGSE59739null,UMI,,12,1,0.0446800454373343
DEsingle,UsoskinGSE59739null,UMI,,12,2,0.0711949920583014
DEsingle,UsoskinGSE59739null,UMI,,12,3,0.0455302609661299
DEsingle,UsoskinGSE59739null,UMI,,12,4,0.0351261304140885
DEsingle,UsoskinGSE59739null,UMI,,12,5,0.0603072254883368
DEsingle,UsoskinGSE59739null,UMI,,6,1,0.0371776264374232
DEsingle,UsoskinGSE59739null,UMI,,6,2,0.046471784987686
DEsingle,UsoskinGSE59739null,UMI,,6,3,0.0207025657967184
DEsingle,UsoskinGSE59739null,UMI,,6,4,0.0137430167597765
DEsingle,UsoskinGSE59739null,UMI,,6,5,0.0257328261356008
zinbwaveedgeR,UsoskinGSE59739null,UMI,,24,1,0.0292159147661062
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,1,0.0221507004922378
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,2,0.0294310006540222
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,3,0.0272071071626874
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,4,0.0257972394098049
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,5,0.0238953157595297
zinbwaveedgeR,UsoskinGSE59739null,UMI,,6,1,0.0192028580998102
zinbwaveedgeR,UsoskinGSE59739null,UMI,,6,2,0.0201306349716244
zinbwaveedgeR,UsoskinGSE59739null,UMI,,6,3,0.030943728664244
zinbwaveedgeR,UsoskinGSE59739null,UMI,,6,4,0.0232402234636872
