method,dataset,dtype,filt,ncells,repl,charac,snr
DESeq2LRT,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.688701754070153
logregLRT,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),-0.111136491653652
edgeRLRT,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.118068689962538
DESeq2,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.082236195019558
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.147100784600912
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.178431556334371
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.55366699417763
SeuratBimod,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.0834191048223244
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.101998958021866
monoclecensus,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.498665746699079
monocle,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.208404974936544
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),0.0312516256190959
DEsingle,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.0285518594643489
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.0180857420175915
DESeq2LRT,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.567974543700285
logregLRT,GSE48968-GPL13112null,full-length,,6,4,CV(CPM),-0.217733030746184
edgeRLRT,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,0.212276540428446
edgeRQLF,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,0.447323464822639
DESeq2,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.31004364562662
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.517672132976593
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,0.10555472551332
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,0.0252445072111455
SeuratBimod,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.512810798011779
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.295858386944135
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,0.197879381201682
monoclecensus,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.105639101756135
monocle,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.0434116612605264
monoclecount,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,0.49535588996896
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.0486183868391698
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,5,Fraction zeros,-0.38242038176207
edgeRLRT,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.798690455387634
edgeRQLF,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),1.2686785919953
DESeq2,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.618768908546915
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.645170875501317
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.806167347466638
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.823705539438912
SeuratBimod,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.757962641835033
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.231333346840078
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),1.14400367835815
monoclecensus,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.858329849277659
monocle,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.227211264046881
monoclecount,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.183569441257597
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.512315586051557
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,5,log2(average CPM),0.593676940893565
edgeRLRT,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.887234483061799
edgeRQLF,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),1.47102102952945
DESeq2,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.657529648099704
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.712208859337764
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.892510329422516
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.873336513009966
SeuratBimod,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.832037450323962
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.27212523367547
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),1.30465401936643
monoclecensus,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.976067586239929
monocle,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.220120383614475
monoclecount,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.300508759138492
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.580939040882385
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.648418584641771
edgeRLRT,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.395728476045287
edgeRQLF,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),1.10225653031615
DESeq2,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),-0.11190511040951
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.226368556433714
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.35274152884933
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.00454596837586945
SeuratBimod,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.059843191772202
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.116272646391822
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),1.10873360950002
monoclecensus,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.587203308933707
monocle,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),-0.19455622383028
monoclecount,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.674211283414403
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.100872292372788
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,5,CV(CPM),0.00562752604219397
edgeRLRT,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.345521888719075
edgeRQLF,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.330552306328404
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.0971644023036104
SeuratBimod,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,-0.222180474657402
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.128393344564859
monocle,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.204913963306753
monoclecount,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.113384976298922
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,0.356804981219152
DEsingle,UsoskinGSE59739null,UMI,,24,1,Fraction zeros,-0.942559987283379
edgeRLRT,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.735847657922401
edgeRQLF,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.165931398159395
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.777180651776196
SeuratBimod,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.493914109026107
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.107629127659717
monocle,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),-0.0307069968564445
monoclecount,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.597126499367725
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.118007949732209
DEsingle,UsoskinGSE59739null,UMI,,24,1,log2(average CPM),0.955969570162419
edgeRLRT,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),1.47089679923289
edgeRQLF,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),0.409910845547756
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),1.46455389314067
SeuratBimod,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),0.582536145528908
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),0.194454219545279
monocle,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),-0.0738536923061937
monoclecount,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),1.07877033462601
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),0.339472588175009
DEsingle,UsoskinGSE59739null,UMI,,24,1,log2(variance(CPM)),0.94035489930634
edgeRLRT,UsoskinGSE59739null,UMI,,24,1,CV(CPM),0.550111540488425
edgeRQLF,UsoskinGSE59739null,UMI,,24,1,CV(CPM),0.264512201792917
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,24,1,CV(CPM),0.352728089474313
SeuratBimod,UsoskinGSE59739null,UMI,,24,1,CV(CPM),-0.300208818663176
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,24,1,CV(CPM),-0.0711992101589665
monocle,UsoskinGSE59739null,UMI,,24,1,CV(CPM),-0.231885502661954
monoclecount,UsoskinGSE59739null,UMI,,24,1,CV(CPM),0.283068623166508
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,24,1,CV(CPM),0.237544011241036
DEsingle,UsoskinGSE59739null,UMI,,24,1,CV(CPM),-0.821962211945828
edgeRLRT,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,0.101652732457237
edgeRQLF,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,0.106223933297201
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,-0.192453357654221
SeuratBimod,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,-0.159107301469017
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,0.138274766761472
SeuratTobit,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,0.534480955160199
monocle,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,0.0937711585899051
monoclecount,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,-0.134498662321235
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,1,Fraction zeros,0.291155242446632
edgeRLRT,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.764197706242517
edgeRQLF,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.532920897715116
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.969391675554208
SeuratBimod,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.365026320122623
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.0531608862208813
SeuratTobit,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),-0.563218342276531
monocle,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.0470019053591368
monoclecount,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.913504295293066
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,1,log2(average CPM),0.156709088471032
edgeRLRT,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),1.3257521478742
edgeRQLF,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),0.858118959810502
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),1.58929892764338
SeuratBimod,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),0.4413811610478
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),0.0789142842156868
SeuratTobit,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),-0.712132032025758
monocle,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),-0.0198972766669474
monoclecount,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),1.38843711968169
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,1,log2(variance(CPM)),0.417221354235749
edgeRLRT,UsoskinGSE59739null,UMI,,12,1,CV(CPM),0.60021326450638
edgeRQLF,UsoskinGSE59739null,UMI,,12,1,CV(CPM),0.302488997203947
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,1,CV(CPM),0.248595615636774
SeuratBimod,UsoskinGSE59739null,UMI,,12,1,CV(CPM),-0.239267000600031
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,1,CV(CPM),-0.153757079559523
SeuratTobit,UsoskinGSE59739null,UMI,,12,1,CV(CPM),-0.0663890310799908
monocle,UsoskinGSE59739null,UMI,,12,1,CV(CPM),-0.34722404487318
monoclecount,UsoskinGSE59739null,UMI,,12,1,CV(CPM),0.242623851835631
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,1,CV(CPM),0.397065860363407
edgeRLRT,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,0.132586424005862
SAMseq,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-1.99891221766575
edgeRQLF,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,0.118043094079249
NODES,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-1.96335982904086
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-0.0778989798355545
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-0.614627929030625
SeuratBimod,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-0.266784327043892
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-0.0961143115332602
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-0.997962969235002
SeuratTobit,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,0.187519618051696
monocle,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,0.0454108030612183
monoclecount,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,0.0205329021588246
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,0.260103997441204
DEsingle,UsoskinGSE59739null,UMI,,12,2,Fraction zeros,-1.282930381774
edgeRLRT,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.816238691388192
SAMseq,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),1.46500241343741
edgeRQLF,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.517652880754852
NODES,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),1.52496357149306
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.809546327588836
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.749496675241208
SeuratBimod,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.487245856299648
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.259122451869011
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),1.34959986978419
SeuratTobit,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),-0.182779492322787
monocle,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.0813825193035633
monoclecount,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.781157693788576
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),0.398858421306184
DEsingle,UsoskinGSE59739null,UMI,,12,2,log2(average CPM),1.3221678446611
edgeRLRT,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.36698347440333
SAMseq,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.22676676747565
edgeRQLF,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),0.81839091608164
NODES,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.3554252750654
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.30108039030207
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),0.627080960502919
SeuratBimod,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),0.540642902439573
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),0.286620454795425
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.41621793686276
SeuratTobit,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),-0.283228398252723
monocle,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),0.015931350578934
monoclecount,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.22597089121732
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),0.730497147798361
DEsingle,UsoskinGSE59739null,UMI,,12,2,log2(variance(CPM)),1.27229906576924
edgeRLRT,UsoskinGSE59739null,UMI,,12,2,CV(CPM),0.373795959427657
SAMseq,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-1.22865629660248
edgeRQLF,UsoskinGSE59739null,UMI,,12,2,CV(CPM),0.232767456837622
NODES,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-1.24830907582581
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,2,CV(CPM),0.278841939316589
edgeRLRTrobust,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-0.934366119264878
SeuratBimod,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-0.306859993619046
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-0.244004820223763
SeuratBimodIsExpr2,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-0.789332053419439
SeuratTobit,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-0.170207101287002
monocle,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-0.365656061305947
monoclecount,UsoskinGSE59739null,UMI,,12,2,CV(CPM),0.297202417774501
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,2,CV(CPM),0.34311123217826
DEsingle,UsoskinGSE59739null,UMI,,12,2,CV(CPM),-1.08138804579403
edgeRLRT,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.188505390608257
edgeRQLF,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.156644347131274
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.226892122774104
SeuratBimod,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,-0.221231482010659
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,-0.0223283376733963
SeuratTobit,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.346791708921366
monocle,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.0639113209691298
monoclecount,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.0892540678140272
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,0.297899563778604
DEsingle,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,-1.32924095604196
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,3,Fraction zeros,-0.22425300309628
edgeRLRT,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.879502962080675
edgeRQLF,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.564922516496128
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.831158590731763
SeuratBimod,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.468798830038703
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.266797187519518
SeuratTobit,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),-0.35275394653374
monocle,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.0744562272734873
monoclecount,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.791861874134365
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.167958869030546
DEsingle,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),1.51047430189371
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,3,log2(average CPM),0.838198438780524
edgeRLRT,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),1.55973264366383
edgeRQLF,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),0.961439278224268
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),1.47886004090591
SeuratBimod,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),0.585970327145691
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),0.338745537946403
SeuratTobit,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),-0.460319730363623
monocle,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),0.0110210621142078
monoclecount,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),1.28025883200409
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),0.44406182957955
DEsingle,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),1.60310668230314
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,3,log2(variance(CPM)),1.30755183240246
edgeRLRT,UsoskinGSE59739null,UMI,,12,3,CV(CPM),0.436421109526965
edgeRQLF,UsoskinGSE59739null,UMI,,12,3,CV(CPM),0.301963972354077
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,3,CV(CPM),0.466442642865796
SeuratBimod,UsoskinGSE59739null,UMI,,12,3,CV(CPM),-0.238031634047214
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,3,CV(CPM),-0.153555115965516
SeuratTobit,UsoskinGSE59739null,UMI,,12,3,CV(CPM),-0.0884561429752028
monocle,UsoskinGSE59739null,UMI,,12,3,CV(CPM),-0.358613266677338
monoclecount,UsoskinGSE59739null,UMI,,12,3,CV(CPM),0.286159733672757
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,3,CV(CPM),0.390805425280445
DEsingle,UsoskinGSE59739null,UMI,,12,3,CV(CPM),-0.740521077963329
zinbwaveedgeR,UsoskinGSE59739null,UMI,,12,3,CV(CPM),-0.0244949238671736
edgeRLRT,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,-0.105066144023522
edgeRQLF,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,0.140417280578798
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,-0.0687531233042346
SeuratBimod,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,-0.198305686111812
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,-0.0881928038589889
SeuratTobit,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,0.520159383217971
monocle,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,0.0990797524336112
monoclecount,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,-0.0653229568077752
edgeRQLFDetRate,UsoskinGSE59739null,UMI,,12,4,Fraction zeros,0.418649305717497
edgeRLRT,UsoskinGSE59739null,UMI,,12,4,log2(average CPM),0.852269555006946
edgeRQLF,UsoskinGSE59739null,UMI,,12,4,log2(average CPM),0.513849543419023
edgeRLRTdeconv,UsoskinGSE59739null,UMI,,12,4,log2(average CPM),0.845543592855837
SeuratBimod,UsoskinGSE59739null,UMI,,12,4,log2(average CPM),0.464827697992291
SeuratBimodnofilt,UsoskinGSE59739null,UMI,,12,4,log2(average CPM),0.300201311750181
